Image,Offers,Link,Date
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Pee-Safe-logo.png,25% off on All Pee Safe Products on Minimum Order Value of ₹499,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=128,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Rapido-logo.png,Upto 50% off for New Users,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=127,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/My-Pooja-Box-logo.png,10% off on Minimum Order Value of ₹2000,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=126,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/R-for-Rabbit-logo.png,10% off on Sitewide,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=125,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Tax2win-logo.png,15% off on All Paid Plans,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=123,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Max-Fashion-logo.png,₹500 off on Minimum Order Value of ₹1999 & Above,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=122,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Max-Fashion-logo.png,₹250 off on Minimum Order Value of ₹1499 & Above,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=121,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Protouch-logo.png,10% off on Collections,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=120,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Tresmode-logo.png,20% off on Total Bill,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=119,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/BlackTree-India-logo.png,₹600 off on Total Bill,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=118,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Estele-Jewellery-logo.png,15% off,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=117,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Renee-Cosmetics-logo.png,₹500 off on Minimum Purchase value of ₹899 & above on Sitewide,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=116,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Watch-Factory-logo.png,10% off on Minimum Purchase Value of ₹1000,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=115,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/The-Mom-Co-logo.png,₹500 off on Minimum Purchase value of ₹899 & above on Sitewide,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=114,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Myglamm-logo.png,₹500 off on Minimum Purchase value of ₹899 & above on Sitewide,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=113,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Satvik-Store-logo.png,10% off on Minimum Purchase Value of ₹1500,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=112,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Lee-logo.png,10% off on Total Bill,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=111,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Hammer-logo.png,15% off on all Hammer Gadgets,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=110,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Skull-Candy-logo.png,70% off on Sitewide,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=109,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Home-Centre-logo.png,"₹5000 off on Minimum Order Value of ₹24,999",https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=108,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Sweet-Truth-logo.png,35% off upto ₹110 on Minimum Order Value of ₹249 & above,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=107,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Beardo-logo.png,22% off on Sitewide,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=106,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Beardo-logo.png,₹500 off on Minimum Order Value of ₹1500,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=105,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Lifestyle-logo.png,15% off on Minimum Order Value of ₹1999,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=104,22nd July 2024 to 31st July 2025
https://www.rupay.co.in/images/rupay/rupay-festive-carnival/logo/Behrouz-Biryani-logo.png,40% off upto ₹150 on Minimum Purchase Value of ₹399 & above,https://www.rupay.co.in/rupay-festive-carnival/rupay-festive-carnival-detail?id=103,22nd July 2024 to 31st July 2025
